id,seller,buyer,food,address,phone,sell_at
338,34,67,95,330 Schiller Trail,1-(803)610-9618,2015-08-09 16:17:09
339,41,52,79,4 Lien Court,86-(354)473-2924,2016-01-06 09:18:14
340,30,35,10,04512 Susan Lane,49-(921)456-6590,2016-02-19 17:19:43
341,18,40,97,2 Crescent Oaks Avenue,46-(268)954-2999,2016-01-06 18:36:20
342,6,27,9,68796 Brickson Park Pass,84-(775)184-1694,2015-05-21 03:31:54
343,16,91,43,19 Dwight Circle,93-(427)233-6230,2015-06-23 15:50:35
344,42,75,6,8 Pond Alley,33-(804)340-5478,2015-06-09 10:03:15
345,38,89,68,0 Lukken Terrace,94-(308)188-7212,2016-02-20 00:41:25
346,16,87,35,63 Esch Way,7-(193)228-6048,2015-08-28 10:18:40
347,49,75,32,49033 Susan Crossing,86-(726)388-9768,2016-01-11 04:04:16
348,31,22,32,344 Hooker Lane,381-(715)122-5420,2015-07-25 22:10:36
349,50,53,23,51 Bartillon Drive,52-(975)873-9030,2015-06-18 12:58:57
350,19,52,66,60214 Bluestem Terrace,86-(535)251-8482,2015-10-30 11:39:09
351,8,89,48,89019 South Junction,420-(935)267-1819,2015-05-17 01:16:46
352,2,36,84,697 Melody Street,856-(924)658-1868,2015-04-16 18:30:02
353,41,25,54,4878 Farragut Avenue,62-(301)523-9397,2015-06-13 13:49:43
354,8,90,4,3002 Nobel Park,242-(337)509-4524,2015-05-26 17:57:35
355,33,92,58,56 Cordelia Crossing,33-(723)104-3603,2015-04-03 06:49:17
356,10,43,46,882 High Crossing Drive,62-(614)828-6487,2015-08-29 05:22:12
357,17,45,60,56 Roxbury Drive,234-(872)371-6609,2016-01-24 08:09:22
358,50,63,82,845 Laurel Lane,63-(385)280-2923,2015-12-21 22:35:48
359,42,36,38,8 Annamark Road,62-(400)905-2404,2015-08-10 19:31:43
360,1,28,4,225 Bobwhite Junction,86-(196)632-6476,2015-07-30 09:49:56
361,14,87,39,11603 Knutson Pass,420-(314)133-3178,2016-03-18 09:05:18
362,13,58,46,936 Sauthoff Pass,7-(263)895-9520,2015-08-28 03:02:11
363,33,60,29,601 Maple Wood Avenue,46-(648)644-9776,2016-03-14 11:35:22
364,5,41,80,4 Dawn Junction,47-(887)519-0736,2015-09-21 19:32:09
365,1,22,41,272 Jenna Terrace,54-(828)988-7791,2015-06-27 22:51:36
366,44,74,57,6 Fair Oaks Plaza,55-(415)896-5996,2016-01-09 01:42:38
367,42,3,19,0 Anderson Place,55-(777)619-9046,2015-09-04 16:07:06
368,44,8,38,7527 Autumn Leaf Hill,7-(768)731-7230,2015-06-29 14:15:22
369,46,24,50,741 Di Loreto Junction,54-(350)940-4294,2016-02-20 00:38:27
370,22,38,28,11 Orin Trail,45-(333)460-5060,2015-04-27 23:18:29
371,38,74,99,3 Prairieview Crossing,86-(509)899-4564,2015-05-17 05:12:25
372,45,41,3,77028 Iowa Plaza,86-(258)391-0361,2015-08-09 13:12:37
373,29,28,45,774 Anniversary Pass,7-(612)937-5339,2015-10-10 17:05:05
374,39,87,51,996 Buhler Road,51-(855)598-1643,2016-01-15 19:06:09
375,2,7,60,96856 Schurz Alley,375-(124)939-2750,2015-04-14 03:17:54
376,40,32,37,83 Tennessee Center,30-(573)170-1879,2015-09-04 13:58:04
377,44,40,52,36684 Harper Circle,54-(562)200-9693,2015-06-25 05:56:19
378,41,24,78,923 Algoma Road,86-(157)420-0949,2015-12-14 04:16:54
379,20,72,3,0 Bluestem Parkway,63-(391)698-4313,2016-02-05 03:58:16
380,50,81,51,06170 Delladonna Court,63-(680)389-6187,2016-03-19 12:02:29
381,20,32,52,07216 Mariners Cove Street,63-(145)996-7016,2015-09-13 01:26:24
382,33,29,14,0197 Brentwood Park,593-(796)452-0643,2015-08-10 06:47:39
383,21,74,90,886 Warner Plaza,62-(535)311-7742,2016-02-19 20:50:25
384,5,1,64,8498 Butternut Lane,63-(919)148-2773,2015-09-01 14:39:05
385,49,57,22,7 Daystar Park,62-(740)821-4586,2015-06-26 00:50:45
386,41,47,8,4 West Way,380-(888)111-2377,2015-05-21 23:30:40
387,11,94,54,4 Coleman Circle,33-(942)195-8310,2015-09-25 10:15:43
388,32,12,60,9519 Veith Alley,351-(889)779-0660,2015-11-03 22:36:23
389,2,42,51,7501 5th Point,86-(959)633-1472,2015-05-17 18:11:07
390,21,61,8,3319 Elmside Lane,63-(785)588-0653,2015-10-03 08:53:28
391,17,38,43,777 Eggendart Crossing,86-(327)817-5088,2016-03-02 15:23:45
392,46,3,11,81 Ilene Drive,81-(189)316-0179,2016-01-01 04:47:32
393,45,3,98,1 Canary Road,33-(127)545-6865,2016-02-01 13:36:49
394,33,1,88,8 Golf View Plaza,216-(292)279-6743,2015-10-20 10:00:53
395,22,93,21,2 Charing Cross Plaza,86-(892)379-3880,2015-08-24 11:15:41
396,44,16,13,1 Veith Circle,55-(696)412-3687,2016-03-07 05:15:56
397,29,97,49,42 Lien Way,355-(660)887-2533,2015-04-12 21:39:42
398,37,14,87,28896 Bultman Park,66-(558)830-3234,2015-10-08 19:10:35
399,25,24,89,4003 Hallows Parkway,62-(164)805-5756,2015-12-25 01:27:54
400,43,54,86,72637 Fairview Terrace,84-(870)548-1703,2015-10-29 07:16:37
401,7,1,70,674 Pierstorff Circle,55-(200)950-2173,2015-06-18 06:56:33
402,6,66,34,9180 Gateway Terrace,82-(345)472-7286,2016-02-25 09:44:23
403,10,28,8,8904 Fairview Center,86-(918)412-2770,2016-02-28 11:41:38
404,22,57,22,1 Mitchell Parkway,230-(671)113-4551,2015-06-28 20:03:11
405,13,83,15,5073 Sugar Center,1-(314)280-1834,2015-10-10 05:54:39
406,13,99,13,1058 High Crossing Center,54-(198)526-3632,2015-09-09 10:53:32
407,47,25,17,2 Holmberg Center,55-(316)228-3927,2015-07-21 19:30:31
408,13,74,99,28301 Schlimgen Avenue,380-(297)554-0083,2015-07-09 21:19:40
409,23,39,57,58077 Farmco Crossing,505-(847)333-7895,2016-03-13 06:40:19
410,41,96,41,33 Esch Street,1-(214)911-6289,2015-10-06 10:57:30
411,31,10,98,01 Independence Place,33-(571)661-5478,2015-12-14 21:00:48
412,5,40,62,768 Golf Course Circle,63-(174)637-9786,2015-06-09 20:14:44
413,14,17,57,650 Commercial Hill,502-(791)236-1560,2016-01-01 23:48:23
414,46,17,79,6 Northland Road,385-(242)312-9786,2015-08-31 03:17:51
415,4,62,51,2 Kenwood Terrace,86-(907)332-3155,2015-08-20 19:21:51
416,6,10,26,72162 Lindbergh Plaza,63-(776)420-3325,2016-02-23 20:14:24
417,26,8,25,98 Sherman Junction,972-(610)717-2464,2015-06-02 06:26:19
418,6,58,99,7 3rd Plaza,81-(981)438-2419,2015-06-17 21:19:43
419,10,93,62,9269 Old Shore Crossing,51-(660)606-8959,2015-07-27 07:21:12
420,19,65,46,4 Shopko Center,51-(497)468-7164,2015-09-02 20:25:45
421,49,44,47,699 Nova Road,351-(177)912-8762,2016-01-24 11:19:34
422,3,1,11,80647 Birchwood Road,30-(311)145-8216,2016-02-10 02:05:36
423,48,62,67,49 Graceland Center,30-(571)550-9927,2015-05-16 14:47:10
424,30,86,81,78 Springview Drive,30-(322)266-5648,2015-12-28 19:02:12
425,27,61,75,18 Park Meadow Point,351-(984)418-3202,2016-02-25 05:42:24
426,43,80,62,92 Division Plaza,62-(371)746-5312,2016-03-28 09:52:35
427,30,22,46,44 Boyd Trail,98-(749)405-8034,2015-09-01 10:54:19
428,22,75,10,378 Elgar Place,387-(858)368-4310,2015-05-05 17:20:41
429,13,26,99,8 Mariners Cove Park,63-(615)738-7948,2016-01-10 03:37:27
430,4,26,76,6 Gerald Place,86-(105)533-4451,2015-07-04 19:13:09
431,32,64,68,18 Elmside Road,98-(307)399-7912,2015-11-25 09:05:34
432,47,79,70,32 Blue Bill Park Court,86-(572)349-4049,2015-10-08 09:27:03
433,30,61,46,4 Mockingbird Circle,63-(292)401-1454,2015-08-17 12:40:54
434,29,96,82,701 Hoffman Hill,374-(483)335-4447,2015-12-15 22:55:28
435,29,28,80,8 Golden Leaf Pass,48-(900)754-3077,2015-04-01 18:39:11
436,27,43,69,8 Bultman Plaza,62-(410)905-1956,2015-11-29 11:02:41
437,34,68,85,748 Kenwood Junction,52-(869)713-0307,2016-01-05 13:09:33
438,45,25,100,80 Continental Pass,387-(619)383-8991,2015-11-08 02:40:20
439,25,96,67,88 Roxbury Court,1-(587)919-7649,2015-11-02 02:02:44
440,20,90,82,965 Oriole Way,86-(189)550-2475,2015-09-24 13:54:26
441,43,53,11,72572 Butterfield Street,251-(384)704-7058,2015-10-12 14:32:19
442,50,53,82,0 Mccormick Way,51-(873)258-3729,2016-02-18 13:47:48
443,36,67,95,3 Straubel Place,86-(428)583-2235,2015-07-18 04:42:48
444,38,28,7,93 Harper Street,7-(616)763-9133,2015-05-10 14:43:46
445,48,31,10,33568 Dawn Crossing,1-(200)176-2653,2015-10-11 20:58:43
446,36,47,34,59539 Toban Road,63-(685)534-1722,2015-04-14 22:13:44
447,7,33,81,12 Blue Bill Park Place,234-(852)975-0057,2015-12-06 22:02:47
448,35,12,20,7126 Surrey Street,86-(348)215-7115,2016-02-10 09:10:58
449,41,40,95,67 Porter Hill,86-(481)700-2773,2016-01-13 13:59:56
450,8,60,73,84184 Dwight Way,52-(576)844-4113,2015-05-14 09:26:49
451,44,74,20,04901 American Point,63-(479)463-9743,2015-07-25 01:17:06
452,2,18,68,16 Tennessee Hill,7-(619)686-5467,2016-02-25 21:37:14
453,16,61,22,7011 Maple Hill,33-(254)174-1806,2016-03-23 15:50:51
454,21,42,74,9 Commercial Street,33-(289)340-7626,2016-01-27 17:11:36
455,11,87,95,9191 Hanson Center,62-(963)475-3514,2015-11-23 09:12:53
456,27,41,88,2 Mitchell Way,62-(856)139-6751,2015-08-10 10:11:17
457,12,85,53,25299 Kinsman Lane,66-(813)718-5965,2015-05-16 02:16:13
458,25,1,69,0 Fordem Park,55-(762)560-2753,2016-02-06 12:28:55
459,32,72,71,08 Veith Way,249-(417)334-9566,2016-03-14 05:19:01
460,40,22,75,59 Muir Street,46-(975)987-3559,2015-05-12 19:07:44
461,29,6,70,3 Golf Center,852-(934)332-1580,2015-07-24 22:06:59
462,36,5,39,88 Loftsgordon Pass,48-(486)894-1034,2015-09-23 11:25:47
463,45,38,38,03580 American Crossing,420-(378)409-1012,2015-07-17 14:55:21
464,31,97,41,4 Monterey Plaza,62-(890)442-0826,2015-05-28 23:05:41
465,23,84,30,2 Knutson Junction,48-(152)599-0281,2015-12-11 05:57:35
466,24,4,28,2422 Jana Alley,86-(911)145-4737,2015-11-01 15:15:45
467,46,43,32,97102 Burning Wood Terrace,63-(298)498-8090,2015-04-14 02:35:48
468,7,4,2,8251 Maple Way,1-(610)919-7914,2015-05-06 23:50:48
469,47,23,71,22289 Green Ridge Crossing,62-(677)339-0232,2015-05-13 07:59:43
470,11,50,17,2097 Debs Avenue,33-(675)363-3229,2015-06-02 18:57:53
471,24,31,41,96878 Fuller Court,81-(449)877-4408,2016-01-14 09:17:53
472,24,9,41,64059 Goodland Point,54-(927)668-0755,2015-10-14 09:02:28
473,17,57,58,17272 Pierstorff Pass,86-(132)870-1182,2016-03-15 11:25:22
474,39,6,74,95 Rockefeller Plaza,976-(781)663-1151,2015-12-09 02:05:38
475,35,53,92,56 Prentice Place,86-(441)527-6266,2015-04-07 17:11:25
476,41,80,96,417 Fordem Point,86-(717)270-5726,2015-06-08 20:22:43
477,33,47,88,28 Heath Street,84-(928)993-6386,2015-10-13 06:39:40
478,43,53,44,81105 Prairie Rose Plaza,52-(798)744-6034,2015-04-08 02:46:34
479,7,73,37,52681 Kim Park,86-(961)471-6297,2015-12-29 01:52:41
480,37,36,35,2 Randy Center,31-(654)789-7747,2016-02-17 16:55:26
481,27,12,61,0796 Ramsey Park,1-(716)371-1230,2015-10-31 09:54:44
482,9,73,42,8 Longview Point,62-(376)180-7161,2015-05-17 13:22:53
483,48,57,51,5 Clyde Gallagher Parkway,389-(747)865-0148,2015-08-03 17:39:10
484,11,25,56,893 Hansons Court,48-(330)429-2033,2015-08-05 18:57:39
485,34,37,18,648 Lawn Alley,62-(901)790-2778,2016-03-12 04:37:50
486,46,84,49,8 Norway Maple Plaza,58-(631)640-1569,2015-06-08 02:20:15
487,10,87,82,67 Eggendart Alley,353-(926)211-6559,2015-12-02 17:16:40
488,25,98,14,233 Clemons Pass,86-(825)301-3894,2015-06-08 08:19:15
489,21,65,11,1 Warrior Way,86-(302)490-4102,2016-01-18 12:19:29
490,17,20,89,87336 Elgar Street,82-(791)695-9282,2015-08-18 02:20:00
491,42,39,22,4 Division Park,55-(630)663-2863,2015-09-07 09:29:52
492,41,2,47,5 Chive Crossing,55-(937)679-9127,2015-07-30 06:05:40
493,46,16,39,03 Ludington Way,965-(878)201-3571,2015-06-25 05:41:39
494,37,96,82,42 Forster Way,93-(468)237-0316,2015-06-20 20:21:54
495,46,89,30,7 Duke Trail,351-(498)831-8662,2015-09-14 12:44:17
496,40,10,51,22 Bellgrove Way,33-(182)274-5667,2015-09-20 08:45:40
497,41,16,10,2 Heffernan Park,55-(837)156-3149,2015-07-15 07:43:23
498,18,72,16,13418 Magdeline Pass,355-(423)823-9082,2015-06-04 03:24:06
499,32,99,50,1142 Mitchell Park,62-(596)674-4314,2016-01-09 18:53:40
500,6,33,49,5014 Lillian Pass,63-(446)474-4184,2016-01-07 09:09:34
501,33,98,75,76714 Anhalt Terrace,420-(646)390-1204,2015-11-26 14:48:23
502,6,44,28,124 Scoville Crossing,86-(501)192-4424,2016-03-10 13:58:11
503,31,68,3,32 Stuart Drive,263-(900)159-6500,2015-11-18 18:54:31
504,2,41,45,750 Summit Parkway,57-(706)983-6964,2015-11-27 01:33:32
505,32,72,31,20 Merry Lane,46-(175)812-8094,2015-09-25 23:48:48
506,10,84,92,8 Vernon Terrace,7-(274)443-4732,2016-01-16 07:20:09
507,7,60,70,395 Mayer Court,63-(829)933-8623,2015-10-23 01:17:31
508,14,41,64,5253 Marcy Hill,972-(560)716-8926,2016-01-28 17:52:17
509,50,31,2,93703 Oneill Crossing,52-(188)757-6014,2015-05-27 19:16:48
510,49,31,55,21 Dottie Crossing,1-(800)457-4296,2016-03-06 14:41:11
511,3,94,91,58 Riverside Plaza,63-(708)434-3341,2016-01-02 09:06:02
512,36,94,50,95122 Pearson Park,81-(124)283-8809,2015-04-11 06:25:42
513,28,47,82,2368 Pond Crossing,86-(669)233-7371,2015-11-17 11:39:32
514,37,80,10,0 Hoepker Trail,63-(108)147-2644,2015-08-29 12:13:13
515,38,63,97,4 Hollow Ridge Crossing,48-(751)190-6927,2016-01-13 03:35:07
516,13,52,28,837 Stoughton Way,420-(973)522-1774,2016-01-07 21:59:08
517,32,1,59,1 Burning Wood Center,380-(214)537-8179,2015-11-19 12:54:40
518,47,41,4,12028 Sage Road,60-(578)765-8810,2015-06-12 12:42:11
519,9,89,96,950 Mandrake Crossing,86-(313)771-5651,2015-06-16 11:07:51
520,33,29,32,95957 Charing Cross Drive,62-(759)673-7092,2015-06-05 05:15:54
521,2,92,43,6 Dexter Parkway,27-(485)229-2837,2015-11-17 06:14:51
522,10,98,44,22196 Loftsgordon Road,30-(636)358-7819,2015-04-29 15:38:16
523,33,1,28,338 Northland Plaza,48-(988)940-1801,2016-01-13 06:38:13
524,22,33,28,49 Dwight Circle,30-(951)358-9610,2016-02-09 15:51:10
525,36,22,47,16539 Luster Terrace,351-(758)965-7336,2015-12-28 23:54:34
526,8,83,73,56 Saint Paul Junction,48-(513)991-0763,2015-12-18 00:00:39
527,27,54,68,6298 Brown Lane,351-(263)230-5576,2015-09-03 21:22:35
528,17,31,59,205 Clarendon Plaza,86-(928)956-3999,2015-08-24 04:00:49
529,12,68,94,8 Pepper Wood Point,7-(297)557-0258,2015-12-01 11:12:33
530,23,12,62,254 Harper Drive,380-(892)964-8143,2015-11-14 17:11:38
531,40,36,7,46176 Westend Center,371-(898)870-4664,2015-12-13 06:59:08
532,20,33,85,4 Redwing Alley,680-(942)678-6380,2015-04-09 05:31:21
533,2,66,79,0564 Doe Crossing Parkway,81-(493)633-2333,2015-05-03 10:14:57
534,38,83,25,3 Dovetail Lane,358-(730)927-3894,2015-11-14 15:41:35
535,8,44,6,23296 Calypso Way,63-(953)516-9345,2015-05-28 19:47:31
536,33,41,53,4 Northview Parkway,237-(672)255-9063,2016-03-01 11:49:27
537,46,72,13,88966 Lake View Avenue,380-(891)216-7029,2015-07-10 15:20:06
538,39,78,75,876 Marcy Park,47-(702)473-5629,2016-01-03 01:05:12
539,6,35,58,422 Banding Point,82-(498)128-5959,2016-02-18 07:25:10
540,8,9,1,07 Summerview Drive,86-(199)755-2148,2015-04-03 05:21:11
541,10,39,61,78 Crest Line Crossing,46-(954)406-3418,2015-07-19 21:02:22
542,15,98,70,0 Northwestern Terrace,52-(543)875-1967,2015-10-16 10:31:06
543,1,85,33,8684 Steensland Plaza,81-(617)316-2668,2016-01-09 02:18:51
544,10,55,59,60 Lighthouse Bay Circle,86-(216)845-4950,2016-01-13 18:15:45
545,47,23,56,883 Almo Court,62-(620)763-4020,2016-03-24 14:05:21
546,40,91,89,84 Buena Vista Street,33-(119)142-1786,2016-02-08 02:49:00
547,41,83,74,2347 Upham Way,225-(191)716-6181,2015-07-07 03:22:41
548,41,64,48,94 Summer Ridge Terrace,33-(231)512-5896,2015-12-31 12:45:29
549,20,41,48,372 Birchwood Court,509-(672)262-4008,2015-11-10 00:02:01
550,29,55,34,378 High Crossing Park,216-(195)855-9074,2015-07-30 22:35:30
551,12,66,31,720 Corben Pass,420-(581)779-6441,2016-01-30 19:59:11
552,17,13,50,99 Hooker Court,86-(590)487-7267,2015-05-01 20:34:25
553,35,61,96,10 Thackeray Pass,1-(718)128-8832,2015-07-27 22:55:05
554,36,57,55,7864 Orin Pass,356-(947)470-9959,2015-10-04 19:30:00
555,12,53,50,0 Gateway Center,86-(794)174-2391,2016-03-02 16:47:14
556,40,47,81,0250 Briar Crest Road,62-(803)627-7927,2015-05-16 00:58:52
557,22,59,70,911 Ridge Oak Pass,63-(193)787-9102,2015-12-15 23:16:11
558,11,37,52,15596 Roth Court,82-(511)262-7316,2016-03-26 17:57:36
559,6,80,47,352 Northland Avenue,355-(309)520-6532,2015-12-03 22:31:06
560,3,77,53,91739 Debra Road,216-(974)988-5190,2016-03-24 19:04:17
561,34,46,22,27401 Upham Terrace,351-(589)490-6325,2015-11-01 20:00:53
562,14,70,11,464 Gina Crossing,93-(195)577-4571,2015-07-01 05:17:23
563,31,28,86,7 Vidon Court,7-(570)580-3160,2015-08-09 06:08:44
564,21,6,88,77 Eastlawn Drive,351-(303)639-9535,2015-10-20 07:18:55
565,50,57,29,42105 Corry Park,20-(407)460-5760,2015-07-16 03:48:25
566,24,75,34,77302 Northfield Place,351-(721)233-3242,2015-05-11 21:19:45
567,35,68,14,9617 Blue Bill Park Street,48-(338)889-2445,2015-07-20 23:30:19
568,47,80,76,7268 Russell Place,62-(647)849-1863,2015-10-19 04:00:18
569,45,83,83,01 Elgar Point,55-(937)581-6648,2015-10-03 05:48:28
570,27,54,41,1979 Stephen Court,420-(499)631-0369,2015-12-08 19:34:15
571,27,38,20,84451 Bartelt Road,371-(389)825-2096,2015-04-20 11:21:01
572,4,99,92,1279 Summit Crossing,62-(505)268-8126,2015-12-23 06:42:21
573,3,7,58,79 Fair Oaks Junction,86-(407)327-4967,2015-10-04 09:04:26
574,42,45,24,5 Mitchell Center,351-(150)468-2083,2016-02-28 14:03:18
575,24,47,61,8000 Morrow Alley,62-(470)542-7737,2015-11-09 01:13:17
576,50,52,64,253 Northport Park,86-(924)121-8668,2015-08-23 06:58:36
577,14,47,21,173 Aberg Center,381-(570)925-8276,2016-02-23 15:27:23
578,50,26,82,30817 Troy Road,20-(472)609-3298,2015-12-10 21:36:24
579,14,44,64,39 Stone Corner Trail,1-(860)392-4895,2015-07-19 04:39:45
580,36,86,39,4 Longview Circle,62-(310)443-9641,2015-06-12 08:53:56
581,32,31,36,701 Holy Cross Center,48-(521)969-3488,2015-05-01 03:48:43
582,39,64,21,9 Loeprich Hill,48-(199)337-5763,2015-03-31 16:59:55
583,7,10,96,10 Eastlawn Court,1-(370)898-4321,2015-06-29 03:02:46
584,25,51,39,0238 Sunfield Lane,86-(566)752-7578,2015-05-29 18:57:09
585,11,95,75,61268 Chive Court,389-(452)652-0192,2015-12-21 10:37:51
586,42,54,98,7891 Sage Hill,33-(726)840-5817,2015-09-16 21:13:10
587,36,62,67,398 Dwight Terrace,30-(502)240-3678,2015-12-23 08:15:02
588,15,7,69,5 Main Hill,351-(926)316-2377,2015-08-18 10:57:44
589,36,70,91,2 Ridgeview Avenue,351-(120)462-9332,2015-09-25 23:56:04
590,17,27,5,643 Dahle Junction,855-(541)673-5640,2015-06-08 15:13:27
591,13,100,100,3052 Towne Trail,58-(166)992-1997,2015-10-30 21:07:36
592,27,92,53,9242 Rockefeller Court,81-(117)801-9832,2016-01-25 11:20:07
593,25,26,81,585 Sundown Circle,62-(409)483-0049,2015-12-01 01:30:48
594,15,21,71,32428 Moland Parkway,86-(449)285-4757,2015-12-01 15:16:53
595,42,67,88,6617 Florence Center,60-(449)218-9498,2016-02-17 01:54:14
596,29,92,43,044 Commercial Court,62-(132)937-2067,2015-12-14 16:55:46
597,13,63,37,436 Ridgeview Parkway,55-(132)207-3890,2015-04-02 11:27:08
598,20,34,46,701 Dovetail Way,7-(477)635-7773,2016-03-25 04:12:55
599,30,20,41,02515 Buena Vista Avenue,52-(127)609-2987,2015-04-11 10:55:53
600,47,37,95,81379 Mandrake Center,86-(987)322-9465,2015-12-04 01:23:14
601,40,65,13,15160 Bluejay Court,63-(298)128-3497,2015-09-13 14:16:47
602,25,16,48,94937 Petterle Crossing,63-(447)935-6814,2016-02-25 17:55:16
603,40,51,61,77164 Becker Lane,86-(281)705-1307,2015-07-04 00:00:03
604,35,26,9,71352 Green Ridge Way,880-(702)251-2126,2015-08-09 23:01:38
605,44,41,99,7147 West Parkway,48-(589)419-7727,2015-10-03 23:01:39
606,12,91,7,50001 Melrose Point,86-(235)991-5376,2015-11-14 10:04:06
607,9,70,93,0728 2nd Road,63-(102)120-7029,2016-02-24 18:00:27
608,20,25,77,9 Texas Plaza,353-(372)176-5310,2015-07-27 18:37:01
609,14,28,58,4 Waubesa Center,93-(203)769-4457,2015-08-21 03:08:55
610,10,79,23,85 Lukken Lane,98-(374)481-2362,2015-11-07 16:29:01
611,23,1,8,3 Evergreen Point,86-(345)230-8990,2015-08-25 05:58:25
612,46,77,98,075 Moose Drive,86-(505)506-2727,2015-09-20 01:36:35
613,41,73,77,8 Iowa Plaza,86-(788)305-1102,2015-04-25 02:47:36
614,10,27,28,1117 Linden Trail,82-(669)118-9443,2015-11-14 17:44:10
615,11,32,13,69 Mcbride Hill,63-(862)561-5660,2015-10-09 16:10:45
616,47,92,83,0 Judy Crossing,56-(604)785-8701,2016-02-01 19:27:20
617,16,84,26,9051 Dennis Junction,86-(728)439-6318,2015-07-21 10:04:01
618,19,88,55,904 Nevada Court,27-(298)690-4477,2016-01-16 16:27:07
619,48,15,35,672 Forster Drive,54-(686)617-5899,2015-04-02 19:12:06
620,39,39,48,5598 Magdeline Parkway,55-(509)175-8555,2016-02-10 04:22:16
621,7,49,85,62 Cottonwood Road,47-(954)300-5422,2015-09-03 09:48:56
622,34,69,52,23 Burrows Street,1-(562)549-4670,2015-12-11 09:07:11
623,50,89,59,47562 Rusk Court,235-(468)662-8249,2015-09-05 11:04:13
624,41,63,55,3708 Randy Trail,86-(365)676-6697,2015-05-03 01:47:19
625,2,73,100,177 Spohn Plaza,62-(251)779-2820,2015-09-26 01:31:50
626,49,5,70,0 New Castle Court,81-(502)680-0400,2015-06-08 21:25:49
627,10,6,8,2 Lien Lane,86-(451)790-5399,2016-03-20 12:52:46
628,14,76,21,02159 Elgar Road,46-(969)658-6404,2015-08-15 04:46:54
629,19,12,15,527 Birchwood Terrace,86-(107)852-8788,2015-04-15 06:02:41
630,23,35,54,31864 Harper Drive,216-(378)612-2668,2015-08-12 17:56:22
631,25,26,32,42780 Dixon Park,48-(173)381-5767,2015-08-08 22:52:10
632,11,98,96,8353 Longview Parkway,92-(894)191-1240,2015-05-29 10:41:58
633,48,48,93,2519 Scott Plaza,60-(706)639-6828,2016-02-08 01:49:44
634,13,65,60,6 Basil Plaza,420-(555)684-5664,2015-04-05 21:02:17
635,28,29,35,637 Sullivan Lane,7-(569)370-9706,2015-08-30 01:01:04
636,7,9,81,3 Goodland Road,63-(154)274-4810,2015-07-06 18:56:31
637,39,85,9,173 Schlimgen Pass,46-(376)620-9502,2015-05-11 01:45:46
638,13,5,52,753 Monica Way,593-(823)294-5870,2016-03-26 10:46:55
639,34,76,56,91817 Clove Crossing,86-(939)191-8526,2015-04-12 02:38:12
640,38,65,31,4 Cody Park,62-(688)335-5661,2016-02-02 21:50:55
641,38,2,68,519 Doe Crossing Junction,62-(564)512-0856,2015-12-03 19:17:59
642,47,24,100,8 Thierer Way,7-(159)158-5225,2016-01-01 19:54:31
643,46,53,81,4739 Dryden Point,420-(699)457-9596,2015-07-20 02:19:20
644,5,38,72,4741 Spaight Junction,380-(113)935-7071,2015-11-25 22:15:01
645,50,3,59,6187 Schmedeman Terrace,351-(513)254-4350,2015-12-17 14:32:15
646,14,54,7,99035 Garrison Trail,351-(497)848-0653,2015-08-20 05:08:21
647,35,27,40,6 Russell Place,48-(483)735-9209,2016-03-05 16:23:05
648,33,13,66,794 Scott Street,48-(861)571-4237,2015-05-15 17:45:29
649,27,16,4,3391 Atwood Pass,52-(595)218-8969,2015-07-12 01:46:26
650,33,93,68,54104 Mitchell Crossing,62-(690)962-4921,2015-11-20 06:09:57
651,10,50,47,173 Sutteridge Street,380-(938)570-0408,2015-09-12 01:03:40
652,27,27,68,16644 Ridge Oak Street,86-(579)796-4192,2016-01-13 06:29:28
653,28,33,59,402 Tony Circle,7-(537)510-7287,2015-10-06 21:58:17
654,11,8,51,46084 Green Parkway,47-(451)917-6975,2016-03-16 19:18:27
655,36,16,63,51 Banding Park,970-(172)420-8269,2015-04-10 21:36:43
656,14,70,61,37847 Parkside Court,86-(531)180-3997,2015-12-29 13:28:22
657,19,18,100,38323 Daystar Place,1-(210)575-8213,2015-10-20 05:03:35
658,46,38,33,19 Surrey Junction,7-(970)348-9973,2015-10-25 23:40:23
659,31,9,92,02460 Boyd Circle,55-(728)232-8340,2016-01-18 11:54:00
660,23,98,17,694 Spaight Pass,62-(911)606-5656,2015-08-21 05:16:55
661,43,20,98,7239 Di Loreto Center,62-(479)262-6075,2015-03-31 04:08:17
662,2,50,55,24 Arizona Road,86-(967)669-3337,2015-11-01 22:34:38
663,36,7,10,581 Bayside Street,86-(550)514-8530,2015-06-20 15:37:34
664,1,94,82,93 Bobwhite Parkway,48-(559)318-9059,2015-04-05 11:12:13
665,2,46,93,64822 Petterle Pass,62-(813)107-3041,2015-11-07 21:29:16
666,21,99,45,9387 Lawn Point,48-(548)273-3085,2015-06-28 03:37:43
667,46,40,50,420 Miller Terrace,351-(982)961-6568,2015-04-29 22:21:38
668,17,37,62,48964 Lakeland Street,7-(911)123-2627,2016-01-31 04:05:03
669,30,43,58,4 Elgar Road,62-(884)719-7855,2016-02-05 03:19:00
670,36,17,12,864 Amoth Court,33-(713)672-0520,2016-02-20 06:52:05
671,19,22,45,74 Grasskamp Alley,63-(105)151-8761,2015-10-12 03:36:15
672,1,54,64,815 Canary Plaza,86-(553)664-5477,2015-08-24 04:48:11
673,43,65,34,3 Randy Circle,86-(355)980-5519,2015-07-25 16:37:24
